红桥区西沽街大成中环城,"117.152359,39.163208"
河西区马场街气象里,"117.185073,39.096175"
红桥区西沽街民畅园,"117.130716,39.166368"
河北区新开河格调艺术领地,"117.188124,39.184897"
津南区葛沽镇泽水园,"117.489819,38.990613"
西青区津门湖富力津门湖江湾广场,"117.206295,39.062998"
北辰区天穆镇天和丽园,"117.149582,39.201619"
河东区富民路万明里,"117.274989,39.094980"
南开区王顶堤中海御湖翰苑,"117.148309,39.081311"
武清区下朱庄亿儒园,"117.061670,39.351469"
北辰区天穆镇天和丽园,"117.149582,39.201619"
河东区春华街华旺里,"117.227547,39.138968"
河西区友谊路文玥里,"117.215923,39.082442"
宝坻区怡购星河湾花园,"117.307137,39.701238"
津南区咸水沽金浩园,"117.369516,38.989060"
滨海新区开发区万科金域蓝湾,"117.732657,39.031767"
宝坻区马家店津侨国际小镇,"117.278381,39.672042"
红桥区双环邨振业名邸,"117.133219,39.198864"
北辰区双街柴楼兴园,"117.106060,39.267840"
河西区越秀路珠海里,"117.211484,39.098804"
和平区劝业场山西路,"117.199743,39.121124"
南开区万兴街万维花园,"117.156467,39.120860"
河东区大直沽萦东温泉花园,"117.252192,39.114568"
红桥区双环邨佳园东里（西区）,"117.136161,39.193730"
河东区大王庄鼎泰大厦,"117.229819,39.125622"
河北区江都路庐山里,"117.241785,39.151940"
和平区南市裕德里,"117.191987,39.133392"
河东区春华街新博园,"117.215070,39.147094"
滨海新区北塘街欣丰苑,"117.640620,39.130062"
红桥区西于庄中嘉花园怡水苑,"117.147001,39.173202"
宝坻区翡翠湾星河传奇,"117.349297,39.734170"
和平区新兴街同安南里,"117.181072,39.104014"
东丽区张贵庄先锋里,"117.318400,39.083755"
河东区大王庄丰盛园,"117.235904,39.116275"
南开区水上公园街鲁能公馆,"117.176826,39.094230"
河西区天塔街博兰苑,"117.197048,39.072641"
南开区华苑竹华里,"117.147863,39.073311"
东丽区华明镇大唐印象唐雅苑,"117.401844,39.176980"
西青区中北镇假日风景花园,"117.080406,39.122795"
南开区王顶堤迎水西里,"117.146221,39.092912"
东丽区东丽湖万科赏溪苑,"117.508417,39.181550"
津南区八里台公园里,"117.324237,38.940644"
河西区陈塘庄中冶德贤公馆,"117.244169,39.083614"
东丽区金钟街保利玫瑰湾,"117.265550,39.165756"
红桥区西于庄中嘉花园绮水苑,"117.145187,39.176108"
滨海新区新港街永开里,"117.722089,39.007320"
北辰区双街双街新家园,"117.108060,39.262221"
河西区马场街森淼公寓,"117.191195,39.099430"
红桥区咸阳北路开源楼,"117.145599,39.187266"
和平区劝业场河南路,"117.196030,39.123656"
南开区王顶堤淦江东里,"117.146727,39.101170"
北辰区果园新村东升里小区,"117.140403,39.221734"
河西区挂甲寺云广新里,"117.238499,39.091276"
河东区二号桥街紫乐名轩,"117.284600,39.093884"
武清区东蒲洼街中建壹方九里（二期）,"116.987780,39.397765"
南开区嘉陵道街汶川里,"117.145481,39.122585"
东丽区万新街万新家园,"117.280780,39.125791"
滨海新区中新生态城世茂玖熙,"117.746971,39.107508"
河西区马场街新闻西里,"117.200948,39.097365"
北辰区双环邨人民家园,"117.126952,39.188654"
河西区柳林街南海里,"117.272552,39.063826"
东丽区东丽湖揽城苑,"117.510111,39.179021"
和平区劝业场多伦道,"117.189899,39.127741"
和平区劝业场山西路,"117.199743,39.121124"
宝坻区翡翠湾灵秀丽苑,"117.350576,39.731450"
蓟州区蓟州城区阳光小区,"117.428495,40.050049"
河西区越秀路珠海里,"117.211484,39.098804"
武清区东蒲洼街蒲瑞祥园西区,"117.009632,39.403366"
河北区望海楼金波里,"117.206976,39.155890"
河北区鸿顺里街日光里,"117.199773,39.158760"
滨海新区大沽街碧桂园海昌天澜,"117.657941,38.994219"
河西区梅江玉水园,"117.213208,39.071446"
西青区中北镇福悦里,"117.103106,39.130037"
东丽区华明镇紫园,"117.388542,39.179030"
蓟州区人民公园万达万晴园,"117.374447,40.023945"
津南区咸水沽金才园,"117.370594,38.982966"
河东区向阳楼阳新里,"117.269549,39.131256"
滨海新区新北街中铁·诺德名苑,"117.653310,39.065127"
河西区柳林街东海里,"117.271306,39.065032"
河北区王串场容彩里,"117.228795,39.159044"
津南区双港中铁十八局集团东区,"117.298998,39.061921"
滨海新区中新生态城世茂璟苑,"117.736644,39.109265"
南开区兴南街慎兴南里,"117.177126,39.127933"
和平区劝业场河北里,"117.198688,39.124809"
蓟州区于桥水库天一绿海,"117.448203,40.062698"
武清区静湖天和林溪雅园,"117.085952,39.335496"
滨海新区新城镇中建城源和湾,"117.581292,38.979305"
武清区静湖景汇名园,"117.087135,39.345956"
东丽区华明镇乔园,"117.375356,39.180173"
北辰区双街聚龙园,"117.104746,39.257645"
滨海新区汉沽华阳里(滨海新区),"117.819454,39.247524"
河东区上杭路大华清水湾,"117.269617,39.124889"
蓟州区盘山风景区时代花园(蓟州),"117.441691,40.059065"
河西区马场街生昌里,"117.199744,39.096716"
红桥区西沽街水木天成临湾园,"117.135605,39.163625"
河北区建昌道泗阳里,"117.222307,39.174709"
西青区精武镇旭辉燕南园,"117.121625,39.030009"
北辰区北仓镇荣居园,"117.084742,39.211203"
武清区南湖逸湖苑,"117.127815,39.322707"
红桥区西于庄礼貌楼,"117.159000,39.170794"
北辰区双街融创东岸名郡,"117.092776,39.304765"
滨海新区开发区联发第五街,"117.733329,39.037559"
武清区下朱庄俊澜园,"117.076314,39.311981"
北辰区瑞景居住区宝翠花都听景园,"117.111931,39.196941"
河东区太阳城太阳城金旭园,"117.276589,39.159362"
河北区鸿顺里街仁恒河滨花园,"117.186868,39.158530"
河西区桃园街元兴新里,"117.208339,39.101754"
红桥区丁字沽街保寿里,"117.164485,39.180749"
东丽区新立街丽新里,"117.325349,39.086091"
红桥区双环邨碧春园,"117.133024,39.200955"
武清区下朱庄富兴御园,"117.076011,39.327483"
河西区大营门宝德里,"117.218754,39.109617"
河西区梅江景观花园,"117.222626,39.070281"
北辰区双街双街新城,"117.103824,39.261530"
北辰区双环邨瑞晨家园,"117.115809,39.184363"
南开区向阳路延川里,"117.136549,39.141999"
和平区新兴街开发里,"117.186939,39.109786"
红桥区西沽街正源公寓,"117.167366,39.160214"
宝坻区海滨龙第世家花园,"117.327922,39.738190"
红桥区咸阳北路新凯东里,"117.138114,39.185224"
滨海新区新村街金海花园(塘沽区),"117.675596,39.024931"
河西区马场街新闻里,"117.201813,39.096600"
滨海新区汉沽世纪花园(汉沽区),"117.808766,39.257885"
河西区挂甲寺景福里,"117.222629,39.097967"
北辰区宜兴埠秋怡家园,"117.186588,39.216606"
河北区建昌道梅宏园,"117.243412,39.177928"
河西区越秀路惠州里,"117.212003,39.093811"
河北区新开河格调艺术领地,"117.188124,39.184897"
滨海新区古林街海滨园,"117.504848,38.853892"
南开区鼓楼街尚佳新苑,"117.178633,39.145382"
武清区东蒲洼街特变中央湖,"116.982467,39.417256"
东丽区华明镇福园,"117.376044,39.174625"
和平区体育馆街敦本里,"117.214713,39.116884"
河西区挂甲寺新城小区,"117.234346,39.090163"
北辰区天穆镇金侨宸公馆,"117.156274,39.210023"
滨海新区北塘街中建幸福城,"117.658250,39.102642"
北辰区北仓镇荣乐园,"117.084782,39.213520"
红桥区西于庄植物园东里,"117.152146,39.168109"
河西区越秀路爱国里,"117.219255,39.097045"
河西区友谊路西园西里,"117.202544,39.079797"
蓟州区蓟州城区乐园公寓二期,"117.426797,40.038895"
河东区大王庄丰业里,"117.221069,39.127646"
南开区广开街宝龙湾家园,"117.165274,39.140677"
津南区海河教育园区路劲赞成,"117.355620,39.006912"
津南区双林福松源庄,"117.289230,39.054010"
河东区大王庄丰瑞里,"117.230003,39.115220"
滨海新区大沽街亚泰津澜,"117.662234,38.990793"
河西区下瓦房信昌大楼,"117.221780,39.102563"
南开区万兴街五云里,"117.168514,39.119877"
南开区广开街广丰园,"117.168400,39.140083"
武清区杨村水电公寓北院,"117.061670,39.384839"
河西区天塔街纪发公寓,"117.199939,39.072599"
河东区常州道常州里,"117.242948,39.145734"
河东区大直沽神州花园,"117.240652,39.102367"
红桥区西营门和苑全和园,"117.108362,39.157849"
武清区高村首创新北京半岛,"116.841921,39.636264"
北辰区双环邨暖香里,"117.123498,39.189728"
东丽区东丽湖万科赏溪苑,"117.508417,39.181550"
武清区杨村奥园誉雍府,"117.066740,39.374111"
西青区中北镇溪秀苑翠溪园,"117.093096,39.124830"
河北区王串场宇萃里,"117.231626,39.153277"
滨海新区开发区恂园里,"117.686194,39.033848"
河西区挂甲寺重华南里,"117.228742,39.095979"
北辰区宜兴埠金地艺城华府北润华庭,"117.187626,39.224214"
津南区双港仁永名居,"117.316882,39.044259"
津南区咸水沽景明大厦,"117.386494,38.983200"
红桥区咸阳北路北岸中心,"117.139793,39.181010"
河北区王串场环盛里,"117.231103,39.157834"
东丽区东丽湖北大资源阅府,"117.502654,39.188398"
津南区双港欣悦佳园,"117.290749,39.005026"
津南区双港仁和园(津南区),"117.288416,39.025886"
河北区江都路隆达新苑,"117.237069,39.163922"
津南区海河教育园区仁恒海和院文澜花园,"117.360693,38.982774"
河东区大直沽福泽温泉公寓,"117.236923,39.111042"
津南区双港红磡领世郡常春藤,"117.265058,39.032454"
滨海新区大港街建安里,"117.450407,38.847277"
滨海新区新村街民泰里,"117.666744,39.020003"
西青区中北镇大地十二城枫桥园,"117.085270,39.129666"
河北区鸿顺里街仁恒河滨花园,"117.186868,39.158530"
南开区鼓楼街艺术公寓,"117.173411,39.141831"
滨海新区古林街海川园,"117.508938,38.851154"
滨海新区汉沽美域澜苑,"117.795337,39.235988"
津南区咸水沽金益园,"117.370746,38.994964"
河东区春华街美福园,"117.217865,39.137138"
武清区南湖梧桐大道,"117.131439,39.317993"
滨海新区新河街贻港城,"117.630737,39.034876"
武清区杨村五一阳光锦园,"117.073764,39.366689"
南开区嘉陵道街云阳西里,"117.136378,39.124895"
河西区天塔街体院宿舍,"117.188237,39.076765"
津南区双林福松源庄,"117.289230,39.054010"
津南区咸水沽景明大厦,"117.386494,38.983200"
南开区广开街朝园里,"117.170276,39.133880"
河北区光复道秋星里,"117.207034,39.146324"
西青区中北镇华亭丽园,"117.088176,39.119483"
河东区春华街月光园,"117.251584,39.128294"
蓟州区蓟州城区府君里,"117.417654,40.052526"
和平区南市金茂广场,"117.181895,39.131303"
河东区唐家口翰林园,"117.231229,39.136257"
河北区新开河华泰园,"117.188910,39.166879"
红桥区西于庄济津楼,"117.159000,39.170794"
河东区常州道常州里,"117.242948,39.145734"
红桥区咸阳北路福源楼（红桥区）,"117.150012,39.184177"
滨海新区杭州道隆盛花园,"117.643876,39.029315"
南开区王顶堤淦江东里,"117.146727,39.101170"
津南区辛庄汀芳花园,"117.328814,39.034761"
和平区南市福方里,"117.187896,39.127208"
河北区王串场丹霞里,"117.216113,39.152157"
南开区万兴街红磡公寓,"117.170841,39.119075"
和平区南营门街吉利花园,"117.192403,39.117746"
河东区大王庄七纬路,"117.220183,39.127672"
南开区华苑天华里社区,"117.137435,39.078339"
滨海新区新河街京达明居,"117.638521,39.029590"
北辰区果园新村都旺新城竹芳园,"117.143100,39.226169"
河东区大直沽宫前园,"117.239716,39.109540"
东丽区华明镇昊园,"117.373232,39.173290"
滨海新区胡家园万科观澜,"117.590183,39.021784"
西青区李七庄恒惠佳园,"117.192006,39.045998"
宝坻区火车站凯瑞国际,"117.336020,39.721905"
津南区辛庄首创城,"117.338186,39.021222"
河北区建昌道桥园里,"117.239445,39.173421"
河西区越秀路恩德西里,"117.208412,39.099765"
武清区东蒲洼街龙湖春江天玺,"116.981154,39.435411"
南开区万兴街玉泉北里,"117.150638,39.138551"
河西区梅江香槟左岸天澜园,"117.220143,39.045181"
河西区大营门杭州道,"117.222691,39.110086"
河东区唐家口卫国道,"117.247125,39.139567"
武清区杨村天房雍阳府,"117.071797,39.376432"
河西区越秀路珠海里,"117.211484,39.098804"
北辰区天穆镇天和雅园,"117.149582,39.201619"
武清区东蒲洼街龙湖春江天玺,"116.981154,39.435411"
河西区挂甲寺美泉新苑,"117.233249,39.092850"
和平区劝业场和平翰林公馆,"117.197135,39.120658"
红桥区西营门和苑康和园,"117.110672,39.158282"
河西区陈塘庄中交富力天禧,"117.261942,39.072488"
东丽区万新街海山南里,"117.305299,39.111251"
东丽区华明镇昆俞欣园,"117.288776,39.165306"
南开区华苑居华里,"117.143759,39.080638"
和平区南营门街竞业里,"117.188170,39.113581"
南开区鼓楼街中交海河公馆,"117.187210,39.145384"
蓟州区人民公园富龙湾家园,"117.391936,40.039115"
北辰区北仓镇鸿泰园,"117.127985,39.231018"
南开区王顶堤金环里,"117.137906,39.100587"
南开区嘉陵道街泊江东里,"117.146952,39.124156"
东丽区新立街泰兴里,"117.324469,39.087549"
南开区万兴街同安里(南开区),"117.174803,39.120722"
河东区中山门街友爱东道,"117.265293,39.106737"
河东区唐家口环卫楼,"117.271964,39.101613"
河西区陈塘庄中交富力天禧,"117.261942,39.072488"
东丽区万新街贵环花园,"117.323879,39.103482"
津南区咸水沽吾悦华府,"117.376314,38.976650"
和平区新兴街乐昌里,"117.181388,39.106083"
武清区静湖紫韵枫尚,"117.095252,39.338979"
西青区大寺金谊花园,"117.222013,38.991547"
河西区东海街兰江新苑,"117.255003,39.055022"
南开区体育中心街水乡花园,"117.162051,39.078369"
北辰区果园新村新华里(北辰区),"117.139111,39.217578"
河西区挂甲寺书苑里,"117.238406,39.087498"
河东区上杭路尚东馨园,"117.251357,39.125125"
西青区西营门怡和新村,"117.116873,39.172260"
西青区中北镇顺通家园,"117.101426,39.141839"
滨海新区开发区云锦蓝庭,"117.698158,39.023321"
西青区精武镇格调松间,"117.112742,39.077294"
东丽区万新街融创融园,"117.291373,39.119940"
和平区新兴街卫华里,"117.182056,39.103038"
西青区大寺佳和华庭,"117.262085,39.001482"
河西区新梅江金侨清湖花园,"117.242844,39.037182"
河东区太阳城太阳城绿萱园,"117.277928,39.154772"
南开区向阳路拥军里,"117.132315,39.140702"
津南区双港欣悦佳园,"117.290749,39.005026"
河东区中山门街和睦西里,"117.261043,39.108630"
南开区万兴街紫云里,"117.169756,39.121689"
武清区南湖碧湖庭苑,"117.117569,39.331152"
津南区海河教育园区文德花园,"117.366501,38.995475"
河西区陈塘庄北大资源阅城,"117.243087,39.078118"
南开区水上公园街宁乐里,"117.177594,39.086775"
西青区张家窝社会山南苑,"117.047405,39.046629"
西青区大寺金谊花园,"117.222013,38.991547"
河西区马场街新闻西里,"117.200948,39.097365"
滨海新区新河街南益名士华庭四期(海棠苑),"117.632593,39.048622"
津南区辛庄金地艺境,"117.343537,39.021142"
滨海新区新村街福安里(塘沽区),"117.648016,39.022395"
津南区双港富力桃园天富园,"117.271639,39.033103"
西青区中北镇云锦世家,"117.073381,39.110477"
滨海新区汉沽七星里,"117.795497,39.248739"
河东区二号桥街福庭里,"117.293162,39.090990"
南开区向阳路连心里,"117.131543,39.139077"
滨海新区开发区万科金域蓝湾,"117.732657,39.031767"
东丽区华明镇金泰丽湾,"117.374100,39.166006"
滨海新区新村街明珠花园(塘沽区),"117.646107,39.024289"
南开区嘉陵道街宜宾东里,"117.146848,39.126796"
河西区东海街汉江里,"117.261093,39.059845"
河西区越秀路珠海里,"117.211484,39.098804"
红桥区铃铛阁康华里,"117.160098,39.145726"
北辰区天穆镇天和丽园,"117.149582,39.201619"
红桥区大胡同天鸿大厦,"117.184812,39.149680"
河北区铁东路志成东里,"117.203259,39.175305"
河东区大直沽东旭新里,"117.243323,39.105701"
河西区下瓦房存诚里,"117.218199,39.106984"
津南区海河教育园区龙湖天璞,"117.359765,38.972554"
滨海新区新港街远洋心里,"117.713707,39.010767"
南开区王顶堤昌宁北里,"117.142371,39.105094"
滨海新区大沽街碧桂园天润园,"117.662885,39.007195"
河北区新开河泰康花园,"117.178741,39.184112"
西青区张家窝锦盛里,"117.021458,39.072486"
河北区王串场城垣里,"117.234351,39.158375"
宝坻区北城路蓝水湾花园东区,"117.305410,39.737688"
河西区挂甲寺湘江道,"117.236131,39.098009"
和平区南市新福方里,"117.186736,39.127068"
河西区梅江云水园,"117.219849,39.052111"
静海区团泊东鸿坤理想城,"117.179987,39.113469"
河西区桃园街聚龙公寓,"117.213476,39.102646"
东丽区华明镇华润橡树湾仰润轩,"117.400731,39.172257"
西青区张家窝家诚里,"117.025349,39.075427"
和平区南营门街银行里,"117.195711,39.118838"
河北区望海楼望海楼北里,"117.195591,39.148898"
南开区长虹街华安北里,"117.150585,39.139612"
河北区新开河汇川家园,"117.186697,39.173374"
东丽区金钟街保利玫瑰湾,"117.265550,39.165756"
和平区体育馆街体工里,"117.194686,39.109837"
河北区新开河首创天阅海河,"117.190218,39.152808"
红桥区西沽街民畅园,"117.130716,39.166368"
北辰区双街柴楼竹园,"117.107493,39.269816"
北辰区宜兴埠淮祥园,"117.191593,39.213695"
河北区建昌道春和仁居,"117.233300,39.176296"
武清区东蒲洼街香雍玖和,"117.016332,39.404800"
津南区海河教育园区中海·锦城,"117.355620,39.006912"
宝坻区南关大街中交金梧桐公馆,"117.276743,39.710884"
武清区黄庄隽悦府,"117.015967,39.375931"
河东区万新村凤岐里,"117.272316,39.139569"
宝坻区南三路福雅里大楼,"117.302851,39.713162"
滨海新区杭州道众智园,"117.643422,39.036422"
河北区王串场宇萃里,"117.231626,39.153277"
滨海新区汉沽蓝月庭苑,"117.814257,39.253411"
红桥区丁字沽街桃花园东里,"117.169413,39.177502"
武清区黄庄鸿坤原乡郡,"117.036623,39.359424"
滨海新区中新生态城远雄兰苑,"117.753390,39.127725"
