待售房屋,室,厅,卫,面积,面积单位,朝向,楼层,建筑年份,小区名称,区,镇,道路,标签,总价,总价单位,均价,均价单位
雍鑫金科集美雍阳 次新房 满二 密度低 南北通透 电梯房,2室,2厅,1卫,88,㎡,南北,中层(共7层),2021年建造,雍鑫金科集美雍阳,武清,杨村街,新安路,"南北,满二年,车位充足,",136,万,15455,元/㎡
国企开发 卧室全朝南 客餐厅相连 大户型 装修交付 和溪园 无中介费随时看,2室,2厅,1卫,83,㎡,南,,,和溪园(新房),滨海新区,中新生态城,东至生态谷，南至和意路，西至中新大道，北至惠风溪,"卧室全朝南,户型方正,玄关入户,低容积,",124.5,万,15000,元/㎡
杨村街 板楼 大两居 南北通透 精装修 70年产权,2室,2厅,1卫,81,㎡,南北,低层(共32层),2014年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南北,满五年,户型方正,",133,万,16420,元/㎡
满五   密度低 南北通透 中间楼层采光好 居家自住 保养好,3室,2厅,4卫,199.78,㎡,南北,共1层,2012年建造,星耀五洲澜海庄园(别墅),津南,津南八里台,天嘉湖大道,"南北,热门小区,优势户型,随时可看,",148,万,7409,元/㎡
雍鑫金科集美雍阳 高楼层视野无遮挡 带电梯 南北通透 满二,2室,2厅,1卫,88,㎡,南北,高层(共7层),2021年建造,雍鑫金科集美雍阳,武清,杨村街,新安路,"南北,满二年,车位充足,",145,万,16478,元/㎡
荔城公馆 满五 房龄新 有电梯 装修好 大两房,2室,2厅,1卫,83.46,㎡,南,低层(共18层),2015年建造,荔城公馆,武清,杨村街,前进道,"南,满五年,",139,万,16655,元/㎡
卧室全朝南 玄关入户 大户型 环城四区 复地·林与里 来电咨询,2室,2厅,1卫,85,㎡,南北,,,复地·林与里,东丽,空港经济区,纬二道与经四路交口,"南北通透,厨卫全明,户型方正,轨交房,",125,万,14706,元/㎡
保利海棠湾 楼龄新 南北通透 医疗配套成熟 商品房 精装好房,2室,2厅,1卫,80,㎡,南北,中层(共26层),2014年建造,保利海棠湾,武清,杨村街,"泉达路,近光明道","南北,",125,万,15625,元/㎡
杨村街 大两居 楼龄新 南北通透 满五   超低密度,2室,2厅,1卫,86,㎡,南北,低层(共6层),2014年建造,金都花园(武清),武清,杨村街,"光明道,近翠源路","南北,满五年,",125,万,14535,元/㎡
枫丹天城 商圈成熟 带电梯 满五   小区新 朝南,2室,2厅,0卫,81.77,㎡,南,高层(共32层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",120,万,14676,元/㎡
厨卫全明 客餐厅相连 大户型 低总价 大华·国展公园世家 无中介费随时看,2室,2厅,1卫,78,㎡,南北,,,大华·国展公园世家,津南,辛庄,国昌路与辛沽道交口,"高绿化率,",140.4,万,18000,元/㎡
   远洋香奈全阳精装两居 位置好近城际 随时看房,2室,2厅,1卫,85.22,㎡,南北,低层(共26层),2015年建造,远洋香奈,武清,杨村街,"翠通路,近强国道","南北,满二年,",140,万,16429,元/㎡
房龄新 正南朝向 满五   大两居 商圈成熟 有电梯,2室,2厅,1卫,80.64,㎡,南,低层(共30层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",115,万,14261,元/㎡
满五 南北通透 带电梯 低容积 商业配套齐全 中间楼层,1室,2厅,1卫,87.33,㎡,南北,中层(共23层),2005年建造,翠亨花园北里,武清,杨村街,泉达路,"南北,满五年,",140,万,16032,元/㎡
轨交房 高绿化率 客餐厅相连 随时约看,2室,2厅,1卫,79,㎡,南,,,龙湖天璞•樘樾,津南,海河教育园区,雅馨路与吉明路交汇处,"卧室全朝南,南北通透,厨卫全明,轨交房,",140,万,17722,元/㎡
"正荣润璟湾,2室2厅1卫,主卧朝南,两房朝南",2室,2厅,1卫,82.25,㎡,南,低层(共25层),2016年建造,正荣润璟湾,西青,中北,"御河道,近曦露路","南,绿化率高,",123,万,14955,元/㎡
 后一套   枫丹天城中间楼层精装三居室 步行光明中小,3室,2厅,1卫,96,㎡,南,中层(共18层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",155,万,16146,元/㎡
云锦世家 电梯洋房大3居 落地窗 好装修,3室,2厅,2卫,130.46,㎡,南北,共5层,2013年建造,云锦世家(北区),西青,中北,"星光路,近卉康道","南北,热门小区,优势户型,随时可看,",252,万,19317,元/㎡
盛世郦园 商圈成熟 精装修 高楼层视野无遮挡 近医院,3室,2厅,1卫,107.97,㎡,南,高层(共22层),2013年建造,盛世郦园,武清,杨村街,"振华西道,近泉达路","南,满五年,",163,万,15097,元/㎡
南北通透 私密性好 大户型 恒基旭辉都会江来 欢迎联系看房,2室,2厅,1卫,87,㎡,南北,,,恒基旭辉都会江来,东丽,万新街,卫国道快速与登州路交口南行800米（地铁2号线登州路站南约1000米）,"低容积,",140,万,16092,元/㎡
中建壹方九里锦澜华庭 三居两卫 南北通透  采光充足 带电梯,3室,2厅,2卫,96,㎡,南,低层(共11层),2021年建造,中建壹方九里锦澜华庭,武清,杨村街,新开路,"南,满二年,车位充足,",153,万,15938,元/㎡
精装通透3室 中间楼层 位置安静 价格靠谱 随时看房,3室,2厅,1卫,91.53,㎡,南,中层(共33层),2011年建造,保利上河雅颂(南区),武清,杨村街,"泉发路,近振华西道","南,满二年,车位充足,",148,万,16170,元/㎡
保利 河雅颂(北区)|振华西道2室2厅1卫95.81平方米,2室,2厅,1卫,95.81,㎡,南,高层(共32层),2013年建造,保利上河雅颂(北区),武清,杨村街,"振华西道,近泉保路","南,房东直卖,满五年,",145,万,15135,元/㎡
厨卫全明 客餐厅相连 大户型 新城·长风雅著 无中介费随时看,2室,2厅,1卫,85,㎡,南,,,新城·长风雅著,东丽,空港经济区,东七道与航宇路交口,"南北通透,厨卫全明,玄关入户,低容积,",140,万,16471,元/㎡
中建壹方九里锦澜华庭 带电梯 南北通透 双卫格局 小三房,3室,2厅,2卫,93.36,㎡,南北,低层(共11层),2021年建造,中建壹方九里锦澜华庭,武清,杨村街,新开路,"南北,满二年,车位充足,户型方正,",140,万,14996,元/㎡
商品住宅 购物方便 大两居 出行方便 朝南 近医院 动静分离,2室,2厅,1卫,85,㎡,南,低层(共34层),2010年建造,九州国际,南开,鼓楼,南城街857号,"南,南北通透,满五,房东急售,",320,万,37648,元/㎡
新城玺樾熙棠|光明道3室2厅1卫91.38平方米,3室,2厅,1卫,91.38,㎡,南,低层(共9层),2020年建造,新城玺樾熙棠,武清,杨村街,"光明道,近庆龄大路","南,房东直卖,有电梯,车位充足,",166,万,18166,元/㎡
雍馨花园 精装修 中间楼层采光好 商业配套齐全 近医院 朝南,3室,2厅,1卫,128,㎡,南,共5层,2007年建造,雍馨花园,武清,杨村街,振华路,"南,满五年,",158,万,12344,元/㎡
厨卫全明 客餐厅相连 大户型 装修交付 天津·中梁公馆 欢迎咨询,3室,2厅,2卫,106,㎡,南北,,,天津·中梁公馆,塘沽,工农村街,海洋高新区云山道吾悦广场以北，海缘东路以西,"南北通透,厨卫全明,主卧套房,轨交房,",140,万,13208,元/㎡
华亭国际洋房 低楼层 公摊少 南北通透全明装修好,2室,2厅,1卫,87.27,㎡,南北,低层(共6层),2007年建造,华亭国际,西青,中北,"中北大道,近星光路","南北,",140,万,16043,元/㎡
保利海棠湾 近医院 南向采光好 精装修 大两房 满五,2室,2厅,1卫,95,㎡,南,低层(共24层),2012年建造,保利海棠湾,武清,杨村街,"泉达路,近光明道","南,满五年,",145,万,15264,元/㎡
盛世馨园南北通透 大两居 两梯三户急售光明片,2室,2厅,1卫,98,㎡,南北,低层(共16层),2015年建造,盛世馨园,武清,杨村街,雍阳西道,"南北,有电梯,",119,万,12143,元/㎡
厨卫全明 主卧套房 大户型 远洋潮起东方 无中介费随时看,2室,2厅,1卫,85,㎡,南北,,,远洋潮起东方,东丽,空港经济区,纬二道以北，经二路以西,"南北通透,厨卫全明,玄关入户,轨交房,",140,万,16471,元/㎡
保利 河雅颂(北区) 带电梯 满五 中间楼层 大两房,2室,2厅,1卫,95,㎡,南,中层(共32层),2012年建造,保利上河雅颂(北区),武清,杨村街,"振华西道,近泉保路","南,满五年,",140,万,14737,元/㎡
新城玺樾熙棠 停车方便 高楼层视野无遮挡 南北通透 精装修,3室,2厅,1卫,93.22,㎡,南北,高层(共9层),2020年建造,新城玺樾熙棠,武清,杨村街,"光明道,近庆龄大路","南北,车位充足,",151,万,16199,元/㎡
香雍玖和 高楼层视野好 有电梯 低密宜居 南北通透 小三居,3室,2厅,2卫,107,㎡,南北,高层(共7层),2019年建造,香雍玖和,武清,杨村街,"光明道,近新兴路","南北,满二年,绿化率高,户型方正,",165,万,15421,元/㎡
卧室全朝南 玄关入户 大户型 绿色住宅 万科运河文化村 无中介费随时看,3室,2厅,1卫,95,㎡,南北,,,万科运河文化村(新房),北辰,北仓,北运河与永定新河交汇处西南侧,"南北通透,厨卫全明,玄关入户,高绿化率,",123.5,万,13000,元/㎡
降价加急出售春港花园配套成熟双卫 集中供暖南北通透有钥匙,4室,2厅,2卫,195,㎡,南北,共4层,2000年建造,春港花园,大港,迎宾街,迎宾街25号,"南北,满五年,采光较好,",165,万,8462,元/㎡
能接受顶楼的看过来  有钥匙 高大 小区,2室,1厅,1卫,108.88,㎡,南北,高层(共30层),2010年建造,格调竹境,河东,中山门,虎丘路,"南北,满五年,近地铁,绿化率高,",197,万,18094,元/㎡
南北通透 低密宜居 小三房 装修好 楼龄新 满五  ,3室,2厅,1卫,89.14,㎡,南北,高层(共18层),2016年建造,哈兰庄园,武清,泗村店镇,龙凤大道,"南北,满五年,",46,万,5161,元/㎡
南开区，电梯楼，一室房离  近，  ，满五年,1室,1厅,1卫,48.57,㎡,东,高层(共11层),2007年建造,阳光100国际新城西园,南开,体育中心,"外环西路,近红旗南路","东,满五年,",130,万,26766,元/㎡
旭日豪庭 电梯洋房 精装修 拎包入住 看房随时,2室,2厅,1卫,85.63,㎡,南,高层(共7层),2015年建造,旭日豪庭,武清,石各庄镇,杨王路,"南,",66,万,7708,元/㎡
曾经的梦想，如今的好房，只要169.00万元，值得拥有,2室,1厅,1卫,35,㎡,南北,共2层,1999年建造,新华利里,和平,劝业场,河南路126号,"南北,满五年,近地铁,",169,万,48286,元/㎡
新华联世家 有电梯 楼龄新 高楼层采光充足 刚需两居 满五,2室,2厅,0卫,84.46,㎡,南,高层(共33层),2016年建造,新华联世家,武清,高村镇,京津高速,"南,满五年,",58,万,6868,元/㎡
河西务国际城一层送小院 大金角 户型方正 周边配套齐全价可议,2室,2厅,1卫,87.98,㎡,南,低层(共6层),2011年建造,国际城百合花苑,武清,河西务镇,王河支路,"南,满五年,",55,万,6252,元/㎡
降价急售 广贤中君利花园通透两居好位置,2室,2厅,1卫,83,㎡,南北,高层(共6层),2012年建造,君利花园,武清,下朱庄街,"知行道,近广贤路","南北,",60,万,7229,元/㎡
4中2楼  鑫海东苑  3室2卫  采光好  真心出售,3室,2厅,2卫,114.04,㎡,南北,低层(共6层),2009年建造,鑫海东苑,蓟州,文昌街,兴华大街,"南北,",140,万,12277,元/㎡
蒲瑞和园(西区) 朝南 中间好楼层 带电梯杨村街,1室,1厅,1卫,62,㎡,南,中层(共17层),2011年建造,蒲瑞和园(西区),武清,杨村街,来源道,"南,有电梯,",55,万,8871,元/㎡
贤达里 低楼层 南北向 私产 58.02平米,2室,1厅,1卫,58,㎡,南北,低层(共6层),1990年建造,贤达里,河西,天塔,纪庄子北道19号,"南北,近地铁,",175,万,30173,元/㎡
出售荷花家园两室精装一套58万可议,2室,1厅,1卫,88.87,㎡,南北,低层(共6层),2012年建造,荷花家园,武清,汊沽港镇,高王路,"南北,满二年,",58,万,6527,元/㎡
牛镇新苑！86平，42W可议，好楼层好位置，好楼层，紧邻北京,2室,2厅,1卫,86,㎡,南北,中层(共11层),2011年建造,牛镇新苑,武清,高村镇,高王公路,"南北,满五年,",62,万,7210,元/㎡
诚心卖，南开中，雅阳家园，有装修，总价低。看房方便,1室,1厅,1卫,56.04,㎡,南,高层(共27层),2019年建造,雅阳家园,南开,嘉陵道,向阳路74号,"南,满五年,近地铁,次新房,",120,万,21414,元/㎡
河东区 杭路街尚东雅园1室1厅,1室,1厅,1卫,63.44,㎡,南北,高层(共28层),2010年建造,尚东雅园,河东,上杭路,津滨大道57号,"南北,满五年,近地铁,",158,万,24906,元/㎡
价格可大议15w，哈兰庄园两居，阳光充足，现房,2室,2厅,1卫,83.74,㎡,南北,中层(共18层),2016年建造,哈兰庄园,武清,泗村店镇,龙凤大道,"南北,满五年,",48.8,万,5828,元/㎡
楼层好 近医院 板楼 出行方便 南北通透 商圈成熟,1室,0厅,1卫,15,㎡,南北,共2层,2000年建造,安德里,河西,大营门,广东路,"南北,近地铁,",125,万,83334,元/㎡
建投观海 临地铁 精装好房 集中供暖 南向采光好 有电梯,2室,2厅,1卫,87.01,㎡,南,高层(共24层),2014年建造,建投观海,塘沽,渤海石油街,"东台路,近忠善道","南,满五年,",81,万,9310,元/㎡
云锦世家 西边户 急售房 三室双卫 落地窗 满5,3室,2厅,2卫,122.74,㎡,南北,低层(共11层),2013年建造,云锦世家(南区),西青,中北,星光路,"南北,",228,万,18576,元/㎡
河西区 下瓦房街 闽侯路 二楼阳面 信昌大楼1室1厅,1室,1厅,1卫,25.77,㎡,南,低层(共7层),1994年建造,信昌大楼,河西,下瓦房,大沽南路514号,"南,满五年,近地铁,",148,万,57432,元/㎡
尚佳新苑温馨两居，中间层保持好，看房随时，诚心卖,2室,2厅,1卫,83.96,㎡,西北,高层(共30层),2010年建造,尚佳新苑,南开,鼓楼,北城街1351号,"西北,近地铁,",372,万,44307,元/㎡
孔雀城 81 平米两居室。精装修，中间好楼层，无遮挡，视野好,2室,2厅,1卫,81,㎡,南北,中层(共27层),2014年建造,凤河孔雀城,武清,大王古庄镇,古旺路9号,"南北,",62,万,7655,元/㎡
明厨明卫 边户 价格可议 随时看房,2室,1厅,1卫,86.77,㎡,南北,中层(共27层),2016年建造,凤河孔雀城,武清,大王古庄镇,古旺路9号,"南北,满五年,",65,万,7492,元/㎡
宸宜花园 商业配套成熟 电梯房 精装好房 高绿化 密度低,2室,1厅,1卫,78.42,㎡,南,中层(共11层),2012年建造,宸宜花园,北辰,普东街,姚江东路,"南,热门小区,近地铁,配套成熟,",99,万,12625,元/㎡
世侨唐墅 满二   朝南 有电梯 小区新 大两居大王古庄镇,2室,1厅,1卫,83.49,㎡,南,低层(共27层),2015年建造,世侨唐墅,武清,大王古庄镇,古达路,"南,满二年,",54,万,6468,元/㎡
5十 5十蒲瑞和园(西区) 正南朝向  带电梯 包改名,1室,1厅,1卫,62,㎡,南,中层(共17层),2011年建造,蒲瑞和园(西区),武清,杨村街,来源道,"南,满二年,",55,万,8871,元/㎡
满二   带电梯 商业配套齐全 医疗配套成熟 朝向好,1室,1厅,1卫,50,㎡,西南,高层(共28层),2006年建造,凯盛家园,南开,向阳路,冶金路20号,"西南,满二年,近地铁,采光较好,",122,万,24400,元/㎡
南开中芯私产一室带厅，适合陪，精装修,1室,1厅,1卫,40.9,㎡,东,高层(共7层),1997年建造,紫光苑,南开,兴南街,南门外大街,"东,近地铁,",126,万,30807,元/㎡
近地铁 朝向好 有电梯 交通便利 满五 近医院 动静分离,1室,1厅,1卫,59,㎡,西南,低层(共26层),2009年建造,临渭佳园,南开,长虹街,渭水道8号,"西南,满五年,近地铁,",146,万,24746,元/㎡
燕南园 近地铁 采光   看房随时  带车位 看房,2室,2厅,1卫,81.57,㎡,南,低层(共21层),2017年建造,旭辉燕南园,西青,精武,京华道21号,"南,满二年,绿化率高,户型方正,",105,万,12873,元/㎡
高采光好楼层两居室，毛坯房，本地人外地人都可以买,2室,2厅,1卫,87,㎡,南北,低层(共22层),2014年建造,凤河孔雀城,武清,大王古庄镇,古旺路9号,"南北,",62,万,7127,元/㎡
急卖 迁户自住可选 D铁站 精装两室 随时看,2室,1厅,1卫,60.8,㎡,东,高层(共7层),1997年建造,延生里,南开,兴南街,南开四纬路19号,"东,满五年,近地铁,",180,万,29606,元/㎡
价格可议10W，哈兰精装修三居室，户型方正，南北通透,3室,2厅,1卫,89.06,㎡,南北,高层(共18层),2015年建造,哈兰庄园,武清,泗村店镇,龙凤大道,"南北,唯一住房,",62,万,6962,元/㎡
满二 商圈成熟 近地铁 电梯房 医疗配套成熟 出行方便,1室,1厅,1卫,58.89,㎡,西,低层(共48层),2008年建造,金茂广场(商住楼),和平,南市,福安大街168号,"西,房东直卖,满二年,近地铁,",175,万,29717,元/㎡
天宝福苑 洋房三室顶楼带阁楼 电梯房 十一中   ,3室,2厅,2卫,130,㎡,南北,高层(共10层),2021年建造,天宝福苑,宝坻,海滨街,"南城东路,近北外环路","南北,满二年,次新房,",130,万,10000,元/㎡
紫金南里二室一厅，双阳台两居室，户型好,2室,1厅,1卫,62.34,㎡,南北,高层(共6层),1996年建造,紫金南里公寓,河西,天塔,沿河路,"南北,满五年,近地铁,",160,万,25666,元/㎡
